f_name,gnd,doi,name,fulltext
Franz_II.html,https://d-nb.info/gnd/118534955,https://dx.doi.org/10.1553/0x000208a2,"Franz II. (I.), Kaiser ",
Franz_Stephan.html,https://d-nb.info/gnd/135123291,https://dx.doi.org/10.1553/0x0001cdf0,"Franz, Stephan Karl",
Franz_Walter.html,https://d-nb.info/gnd/130149055,https://dx.doi.org/10.1553/0x0001cdf1,"Franz, Walter",
Franziskaner.html,,https://dx.doi.org/10.1553/0x0001cdec,Franziskaner ,
Franziskanermesse.html,,https://dx.doi.org/10.1553/0x0002087f,Franziskanermesse (Missa franciscana),
Franzoni_Bartolomeo.html,https://d-nb.info/gnd/1036969983,https://dx.doi.org/10.1553/0x000208a3,"Franzoni, Bartolomeo",
Frappart_Vettern.html,https://d-nb.info/gnd/1036970191,https://dx.doi.org/10.1553/0x0002088b,"Frappart (eig. Ruault), Vettern Louis:",
Fraschini_Gaetano.html,https://d-nb.info/gnd/141691719,https://dx.doi.org/10.1553/0x000226ea,"Fraschini, Gaetano (Cajetan)",
Frauen-Symphonie-Orchester_Gau_Wien.html,,https://dx.doi.org/10.1553/0x003ac08b,Frauen-Symphonie-Orchester Gau Wien (Wiener Kammerorchester im Deutschen Frauenwerk) ,
Frauenberger_Brueder.html,https://d-nb.info/gnd/102499349,https://dx.doi.org/10.1553/0x0002098b,"Frauenberger (Fraunberger), Brüder Franz Karl:",
Fraungruber_Hans.html,https://d-nb.info/gnd/116746351,https://dx.doi.org/10.1553/0x0001cdf7,"Fraungruber, Hans",
Frauscher_Familie.html,,https://dx.doi.org/10.1553/0x00020886,"Frauscher, Familie Moritz:",
Freiberg_Gottfried.html,https://d-nb.info/gnd/109751280,https://dx.doi.org/10.1553/0x0001cdfa,"Freiberg, Gottfried Rudolf Demetrius Karl Maria Adolf Hans (Ritter von)",
Freiberger.html,,https://dx.doi.org/10.1553/0x00020885,"Freiberger, Die ",
Freihaustheater.html,,https://dx.doi.org/10.1553/0x00020888,Freihaustheater auf der Wieden ,
Freimaurer.html,,https://dx.doi.org/10.1553/0x0001cdfd,Freimaurer ,
Freistadt.html,,https://dx.doi.org/10.1553/0x00020887,Freistadt ,
Freitag_Erik.html,https://d-nb.info/gnd/134377613,https://dx.doi.org/10.1553/0x0001cdff,"Freitag, Erik (Erich)",
Freitag_Georg.html,https://d-nb.info/gnd/1038858720,https://dx.doi.org/10.1553/0x000208a4,"Freitag, Georg Honorius",
Freitl_Maximilian.html,https://d-nb.info/gnd/1042038341,https://dx.doi.org/10.1553/0x000208a5,"Freitl, P. Maximilian OSB",
Frener_Josef.html,https://d-nb.info/gnd/1070378909,https://dx.doi.org/10.1553/0x003223f8,"Frener, Josef CanReg",
Frenslich_Oskar.html,https://d-nb.info/gnd/1038859379,https://dx.doi.org/10.1553/0x0001ce02,"Frenslich, Oskar",
Freudenlechner_Paulus.html,https://d-nb.info/gnd/1042038945,https://dx.doi.org/10.1553/0x0001ce04,"Freudenlechner (Freinlechner), Paulus",
Freudenthaler_Erland.html,https://d-nb.info/gnd/135095891,https://dx.doi.org/10.1553/0x000208a7,"Freudenthaler, Erland Maria (Pseud. Hijland van Vreugdedal)",
Freund_Familie.html,,https://dx.doi.org/10.1553/0x0002098d,"Freund (Freundt), Familie Johann:",
Frey_Johanna.html,https://d-nb.info/gnd/130956112,https://dx.doi.org/10.1553/0x0001ce09,"Frey (verh. Fischer), Johanna",
Frey_Petra.html,https://d-nb.info/gnd/13480998X,https://dx.doi.org/10.1553/0x0002088e,"Frey, Petra",
Frey_Wilhelm.html,https://d-nb.info/gnd/116784474,https://dx.doi.org/10.1553/0x0001ce0a,"Frey, Wilhelm",
Freystaedtler_Franz.html,https://d-nb.info/gnd/122218264,https://dx.doi.org/10.1553/0x000208a9,"Freystädtler (Freystädter, Freystadler), Franz Jacob Johann Jakob F.",
Friaul.html,,https://dx.doi.org/10.1553/0x0001ce0b,Friaul ,
Frick_Gottlob.html,https://d-nb.info/gnd/124270352,https://dx.doi.org/10.1553/0x0001ce0e,"Frick, Gottlob",
Frickl_Isaias.html,https://d-nb.info/gnd/1042044910,https://dx.doi.org/10.1553/0x0001ce0d,"Frickl, Isaias CanReg",
Frideli_Gabriel.html,https://d-nb.info/gnd/1042045348,https://dx.doi.org/10.1553/0x000208aa,"Frideli, P. Gabriel OSB",
Fridrich_Anton.html,https://d-nb.info/gnd/135074649,https://dx.doi.org/10.1553/0x000208ab,"Fridrich, Anton",
Frieberger_Rupert.html,https://d-nb.info/gnd/12364691X,https://dx.doi.org/10.1553/0x000208ac,"Frieberger, Rupert Gottfried OPraem",
Frieberth_Brueder.html,https://d-nb.info/gnd/1174647426,https://dx.doi.org/10.1553/0x00020895,"Frieberth (Friberth, Friebert, Freidberg), Familie Joseph",
Friedl_Familie.html,,https://dx.doi.org/10.1553/0x003ce622,"Friedl, Familie Hans",
Friedlowsky_Familie.html,,https://dx.doi.org/10.1553/0x000208ad,"Friedlowsky (versch. Schreibweisen), Familie Joseph:",
Friedman_Ignacy.html,https://d-nb.info/gnd/124156266,https://dx.doi.org/10.1553/0x000208af,"Friedman (Freudman, Frydman), Ignacy (Ignaz)",
Friedmann_Oskar.html,https://d-nb.info/gnd/126328811,https://dx.doi.org/10.1553/0x0001ce16,"Friedmann, Oskar Egon Friedell",
Friedmann_Robert.html,https://d-nb.info/gnd/13015685X,https://dx.doi.org/10.1553/0x002f25ea,"Friedmann, Robert Rosalia (Sally) Klaar",
Friedrich_Karl.html,https://d-nb.info/gnd/134378342,https://dx.doi.org/10.1553/0x0001ce17,"Friedrich, Karl",
Friedrich_Siegfried.html,https://d-nb.info/gnd/1024008568,https://dx.doi.org/10.1553/0x0001ce18,"Friedrich, Hubert Siegfried",
Fries_Moritz_von.html,https://d-nb.info/gnd/13213571X,https://dx.doi.org/10.1553/0x000208b1,"Fries, Moritz Christian Graf von",
Friesach.html,,https://dx.doi.org/10.1553/0x0033e646,Friesach ,
Frim_Erwin.html,https://d-nb.info/gnd/139652337,https://dx.doi.org/10.1553/0x000226eb,"Frim, Erwin",
Frimmel_Theodor.html,https://d-nb.info/gnd/101069456,https://dx.doi.org/10.1553/0x0001ce1a,"Frimmel (von Traisenau), Theodor",
Frischauff_Gabriel.html,https://d-nb.info/gnd/1042048673,https://dx.doi.org/10.1553/0x0002089d,"Frischauff, Gabriel Matthias",
Frischenschlager_Friedrich.html,https://d-nb.info/gnd/1021285110,https://dx.doi.org/10.1553/0x0001ce1c,"Frischenschlager, Friedrich",
Frischmann_Maximilian.html,,https://dx.doi.org/10.1553/0x003af9a9,"Frischmann, Maxmilian",
Frischmuth_Hans.html,https://d-nb.info/gnd/1042048827,https://dx.doi.org/10.1553/0x000226e8,"Frischmuth, Hans",
Frisee_Peter.html,https://d-nb.info/gnd/1076060005,https://dx.doi.org/10.1553/0x003cddd4,"Frisée, Peter",
Fritsch_Franz.html,https://d-nb.info/gnd/104331860,https://dx.doi.org/10.1553/0x000208b0,"Fritsch, Franz Xaver (Pseud. Franz von Braunau)",
Fritz_Hermann.html,https://d-nb.info/gnd/1038870615,https://dx.doi.org/10.1553/0x0001ce20,"Fritz, Hermann",
Fritz_Wilhelm.html,https://d-nb.info/gnd/1050785649,https://dx.doi.org/10.1553/0x00020c71,"Fritz, Wilhelm",
Fritzius_Joachimus.html,https://d-nb.info/gnd/119678098,https://dx.doi.org/10.1553/0x00020c70,"Fritzius (Fritz), Joachimus Fridericus",
Froberger_Johann.html,https://d-nb.info/gnd/118536249,https://dx.doi.org/10.1553/0x000208b2,"Froberger, Johann Jacob",
Frodl_Familie.html,,https://dx.doi.org/10.1553/0x0002089e,"Frodl, Familie Johann:",
Froehlich_Colomann.html,https://d-nb.info/gnd/1042049939,https://dx.doi.org/10.1553/0x0001ce26,"Fröhlich, P. Colomann OSB",
Froehlich_Elise.html,https://d-nb.info/gnd/132437260,https://dx.doi.org/10.1553/0x000208b3,"Fröhlich, Elise",
Froehlich_Gerda.html,https://d-nb.info/gnd/1038869757,https://dx.doi.org/10.1553/0x000208b5,"Fröhlich, Gerda",
Froehlich_Mathilde.html,https://d-nb.info/gnd/1038871166,https://dx.doi.org/10.1553/0x000208b6,"Fröhlich (verh. Kolbe), Mathilde Francisca Josepha Carl Eduard F.",
Froehlich_Schwestern.html,https://d-nb.info/gnd/136000703,https://dx.doi.org/10.1553/0x000208b7,"Fröhlich, Schwestern Maria Anna",
Froehliche_Apokalypse.html,,https://dx.doi.org/10.1553/0x000208b8,Fröhliche Apokalypse ,
Fromm_Karl.html,https://d-nb.info/gnd/143746405,https://dx.doi.org/10.1553/0x000208b4,"Fromm, Karl Josef",
Fronz_Brueder.html,https://d-nb.info/gnd/1220324272,https://dx.doi.org/10.1553/0x00020cce,"Fronz, Brüder Oskar",
Froschauer_Helmuth.html,https://d-nb.info/gnd/124057179,https://dx.doi.org/10.1553/0x0001ce2d,"Froschauer, Helmuth Daniel",
Froschauer_Sepp.html,https://d-nb.info/gnd/134566629,https://dx.doi.org/10.1553/0x0001ce2e,"Froschauer, Sepp",
Frotzler_Carl.html,https://d-nb.info/gnd/130581216,https://dx.doi.org/10.1553/0x0001ce2f,"Frotzler, Carl",
Frueauf_Mathes.html,https://d-nb.info/gnd/1038875099,https://dx.doi.org/10.1553/0x0001ce30,"Frueauf, Mathes",
Fruehauf_Karl.html,https://d-nb.info/gnd/1038875943,https://dx.doi.org/10.1553/0x00020c64,"Frühauf, Karl Raimund",
Fruehbeck_de_Burgos_Rafael.html,https://d-nb.info/gnd/132686147,https://dx.doi.org/10.1553/0x000226e7,"Frühbeck de Burgos, Rafael",
Fruehchristliche_Musik.html,,https://dx.doi.org/10.1553/0x0001ce33,Frühchristliche Musik ,
Fruehling_Carl.html,https://d-nb.info/gnd/135153670,https://dx.doi.org/10.1553/0x0001ce35,"Frühling, Carl",
Fruehwald_Joseph.html,https://d-nb.info/gnd/1042050120,https://dx.doi.org/10.1553/0x0001ce36,"Frühwald, Joseph",
Fruehwirthin_Maria.html,https://d-nb.info/gnd/1042076774,https://dx.doi.org/10.1553/0x000208a0,"Fruehwirthin (versch. Schreibweisen, verh. Reinhardt), Maria Elisabeth Philipp Frühwirth.",
Frydan_Camilla.html,https://d-nb.info/gnd/126335265,https://dx.doi.org/10.1553/0x002a7ac0,"Frydan, Camilla (eig. Herzl, verh. Friedmann; Pseud. Herzer) Hans Henry",
Fuchs-Fayer_Rose.html,https://d-nb.info/gnd/1048589048,https://dx.doi.org/10.1553/0x002f25ec,"Fuchs-Fayer, Rose (Rosa Edith)",
Fuchs_Aloys.html,https://d-nb.info/gnd/118693948,https://dx.doi.org/10.1553/0x0001ce38,"Fuchs, Aloys Anton",
Fuchs_Elisabeth.html,https://d-nb.info/gnd/137483260,https://dx.doi.org/10.1553/0x0029ccf1,"Fuchs, Elisabeth",
Fuchs_Familie_1.html,,https://dx.doi.org/10.1553/0x000209c4,"Fuchs, Familie Joseph",
Fuchs_Familie_2.html,,https://dx.doi.org/10.1553/0x000209c5,"Fuchs, Familie Patriz",
Fuchs_Familie_3.html,,https://dx.doi.org/10.1553/0x000209c6,"Fuchs, Familie Franz",
Fuchs_Familie_4.html,,,"Fuchs, Familie Marianne",
Fuchs_Ignaz.html,https://d-nb.info/gnd/1042068291,https://dx.doi.org/10.1553/0x0006a771,"Fuchs zu Puchheim und Mitterberg, Ignaz Graf",
Fuchs_Jacob.html,https://d-nb.info/gnd/1042050236,https://dx.doi.org/10.1553/0x00020988,"Fuchs (Fux), Jacob Christoph",
Fuchs_Johann.html,https://d-nb.info/gnd/143774468,https://dx.doi.org/10.1553/0x00020c65,"Fuchs, Johann Nepomuk",
Fuchs_Mathias.html,https://d-nb.info/gnd/119430258,https://dx.doi.org/10.1553/0x00020bc7,"Fuchs, Mathias",
Fuchs_Neithart.html,https://d-nb.info/gnd/4171416-7,https://dx.doi.org/10.1553/0x00020c66,"Fuchs, Neithart",
Fuchs_Peter.html,https://d-nb.info/gnd/174085990,https://dx.doi.org/10.1553/0x00020c67,"Fuchs (Fux), Peter",
Fuchsbartl-Banda.html,,https://dx.doi.org/10.1553/0x003c5a15,Fuchsbartl-Banda ,
Fuchsberger_Konrad.html,https://d-nb.info/gnd/134836537,https://dx.doi.org/10.1553/0x0001ce37,"Fuchsberger, Konrad",
Fucik_Julius.html,https://d-nb.info/gnd/118536656,https://dx.doi.org/10.1553/0x00041d79,"Fučik, Julius Arnošt Vilém",
Fuechs_Ferdinand.html,https://d-nb.info/gnd/116845406,https://dx.doi.org/10.1553/0x0001ce43,"Füchs, Carl Ferdinand",
Fuehrer_Hansi.html,https://d-nb.info/gnd/1042068569,https://dx.doi.org/10.1553/0x0001ce44,"Führer, Hansi (Johanna)",
Fuehrer_Robert.html,https://d-nb.info/gnd/12963414X,https://dx.doi.org/10.1553/0x0001ce46,"Führer, Robert Johann Nepomuk",
Fuehrich_Carl.html,https://d-nb.info/gnd/14028043X,https://dx.doi.org/10.1553/0x0001ce47,"Führich (eig. Fürich), Carl Borromäus Raphael",
Fuenf_Achterl.html,,https://dx.doi.org/10.1553/0x002da71d,5/8erl in Ehr'n ,
Fuerizwaenger.html,,https://dx.doi.org/10.1553/0x0001ce48,Fürizwänger ,
Fuerlinger_Familie.html,,https://dx.doi.org/10.1553/0x0003d663,"Fürlinger, Familie Viktor:",
Fuerst_Johann.html,https://d-nb.info/gnd/136011853,https://dx.doi.org/10.1553/0x0001ce4c,"Fürst, Johann",
Fuerst_Paul.html,https://d-nb.info/gnd/124173047,https://dx.doi.org/10.1553/0x0001ce4d,"Fürst, Paul Walter",
Fuerstenberg_Friedrich.html,,https://dx.doi.org/10.1553/0x00020cc9,"Fürstenberg, Friedrich Egon Landgraf von Friedrich Egon",
Fuerstenberg_Karl.html,,https://dx.doi.org/10.1553/0x000226ec,"Fürstenberg, Karl Egon Fürst von",
Fuersttheater.html,,https://dx.doi.org/10.1553/0x00020993,Fürsttheater ,
Fuessl_Karl_Heinz.html,https://d-nb.info/gnd/118898175,https://dx.doi.org/10.1553/0x0001ce4e,"Füssl, Karl Heinz",
Fuetsch_Alois.html,https://d-nb.info/gnd/1042065551,https://dx.doi.org/10.1553/0x001bd14c,"Fuetsch, Alois",
Fuetsch_Joachim.html,,https://dx.doi.org/10.1553/0x00020c75,"Fuetsch, Joachim Joseph",
Fuge.html,,https://dx.doi.org/10.1553/0x0001ce50,Fuge ,
Fuhrmannslied.html,,https://dx.doi.org/10.1553/0x0001ce51,Fuhrmannslied ,
Fuljod_Claudius_von.html,https://d-nb.info/gnd/1042069174,https://dx.doi.org/10.1553/0x000226e6,"Fuljod (Füljod), Claudius Riter von",
Funk_Adolf.html,https://d-nb.info/gnd/127663339,https://dx.doi.org/10.1553/0x0001ce57,"Funk, Adolf",
Funk_Emmy.html,https://d-nb.info/gnd/134379853,https://dx.doi.org/10.1553/0x0001ce58,"Funk (geb. Swoboda, auch Swoboda-Funk, Funk-Swoboda), Emmy (eig. Emma Anna Maria)",
Funk_Ferdinand.html,,https://dx.doi.org/10.1553/0x0001ce59,"Funk, Ferdinand",
Funktionale_Musik.html,,https://dx.doi.org/10.1553/0x0001ce55,Funktionale (funktionelle) Musik,
Furiant.html,,https://dx.doi.org/10.1553/0x000208bb,Furiant ,
Furlana.html,,https://dx.doi.org/10.1553/0x000208bc,"Furlana (Forlana, Friulana, Frullana)",
Furrer_Beat.html,https://d-nb.info/gnd/122982592,https://dx.doi.org/10.1553/0x0001ce5c,"Furrer, Beat",
Furter_Georg.html,https://d-nb.info/gnd/131429728,https://dx.doi.org/10.1553/0x0001ce5e,"Furter (Furtter, Furtner), Georg",
Furthmoser_Hermann.html,https://d-nb.info/gnd/134954335,,"Furthmoser, Hermann",
Furtwaengler_Wilhelm.html,https://d-nb.info/gnd/118536931,https://dx.doi.org/10.1553/0x0001ce5f,"Furtwängler, Gustav Heinrich Ernst Martin Wilhelm",
Fuss_Johann.html,,https://dx.doi.org/10.1553/0x000208bf,"Fuss (Fuß; Fusz), Johann Evangelist (János)",
Fuss_Martin.html,https://d-nb.info/gnd/134865383,https://dx.doi.org/10.1553/0x0001ce61,"Fuss, Martin",
Fussenegger_Ingrun.html,https://d-nb.info/gnd/137483104,https://dx.doi.org/10.1553/0x00020c6a,"Fußenegger, Ingrun",
Futscher_Gerald.html,,https://dx.doi.org/10.1553/0x00020c6b,"Futscher, Gerald Matthias",
Futurismus.html,,https://dx.doi.org/10.1553/0x0001ce63,Futurismus ,
Fux_Caspar.html,,https://dx.doi.org/10.1553/0x0001ce64,"Fux, Caspar Franz",
Fux_Familie.html,,https://dx.doi.org/10.1553/0x000208bd,"Fux, Familie Johann Joseph:",
Fux_Familie_2.html,,https://dx.doi.org/10.1553/0x00020987,"Fux, Familie Mathias:",
Fux_Franz.html,,https://dx.doi.org/10.1553/0x002ea6f1,"Fux, Franz",
Fux_Ignaz.html,,https://dx.doi.org/10.1553/0x00020c6d,"Fux, Ignaz",
Fux_Johann.html,,https://dx.doi.org/10.1553/0x00020c6c,"Fux, Johann Jacob",
Fux_Vinzenz.html,https://d-nb.info/gnd/118536966,https://dx.doi.org/10.1553/0x000208be,"Fux, Vinzenz",
Musikkritik.html,,https://dx.doi.org/10.1553/0x0001da95,Musikkritik ,
Frankl_Gisela.html,https://d-nb.info/gnd/1262597099,https://dx.doi.org/10.1553/0x003cdda6,"Frankl (Frankel), Gisela (eig. Gisella; Gitl)",
Fryba_Hans.html,,https://dx.doi.org/10.1553/0x003cddc6,"Fryba, Hans (eig. Frýba, Johann)",
GDM.html,https://d-nb.info/gnd/1005067-X,https://dx.doi.org/10.1553/0x0001cf05,Gesellschaft der Musikfreunde in Wien ,
Gaal_Georg.html,https://d-nb.info/gnd/116324295,https://dx.doi.org/10.1553/0x0001ce6a,"Gaal, Georg von",
Gaal_Karoly.html,https://d-nb.info/gnd/130828076,https://dx.doi.org/10.1553/0x0001ce6b,"Gaál, Károly",
Gabalier_Andreas.html,https://d-nb.info/gnd/13797910X,https://dx.doi.org/10.1553/0x002d188c,"Gabalier, Andreas",
Gabler_Birgit.html,https://d-nb.info/gnd/1042077258,https://dx.doi.org/10.1553/0x002a72d9,"Gabler, Birgit",
Gabler_Georg.html,https://d-nb.info/gnd/134380134,https://dx.doi.org/10.1553/0x0001ce6c,"Gabler, Georg",
Gabler_Josef.html,https://d-nb.info/gnd/14377672X,https://dx.doi.org/10.1553/0x00020920,"Gabler, Josef",
Gabler_Walter.html,https://d-nb.info/gnd/1042077630,https://dx.doi.org/10.1553/0x0001ce6e,"Gabler, Walter",
Gabmayer_Anton.html,https://d-nb.info/gnd/1042077886,https://dx.doi.org/10.1553/0x00233ef2,"Gabmayer, Anton",
Gabor_Hans.html,https://d-nb.info/gnd/116327081,https://dx.doi.org/10.1553/0x0001ce6f,"Gabor, Hans Isabella",
Gabriel_Reinhard.html,,https://dx.doi.org/10.1553/0x0001ce72,"Gabriel, Reinhard",
Gabriel_Ulrich.html,https://d-nb.info/gnd/129601837,https://dx.doi.org/10.1553/0x0001ce73,"Gabriel, Ulrich",
Gabriel_Wolfgang.html,https://d-nb.info/gnd/128375590,https://dx.doi.org/10.1553/0x0001ce74,"Gabriel, Wolfgang",
Gabrieli_Familie.html,,https://dx.doi.org/10.1553/0x000208d5,"Gabrieli, Familie Andrea:",
Gach_Leo.html,https://d-nb.info/gnd/1042152403,https://dx.doi.org/10.1553/0x0001ce75,"Gach, Leo Elfi G.,",
Gadenstaetter_Clemens.html,https://d-nb.info/gnd/132617633,https://dx.doi.org/10.1553/0x0001ce76,"Gadenstätter, Clemens",
Gaech_Johann.html,https://d-nb.info/gnd/1037518659,https://dx.doi.org/10.1553/0x0001ce77,"Gaech, Johann",
Gaehrich_Wenzel.html,https://d-nb.info/gnd/116333162,https://dx.doi.org/10.1553/0x000208d7,"Gährich, Wenzel Georg",
Gaendl_Familie.html,,https://dx.doi.org/10.1553/0x0002091f,"Gandl (Gändl), Familie Johann:",
Gaensbacher_Familie.html,,https://dx.doi.org/10.1553/0x000208d2,"Gänsbacher, Familie Johann Baptist",
Gaertner_Wilhelm.html,https://d-nb.info/gnd/116337044,https://dx.doi.org/10.1553/0x0002ac15,"Gärtner, Wilhelm",
Gaggl_Alberta.html,,https://dx.doi.org/10.1553/0x002a95eb,"Gaggl, Alberta (Pseud. Ali Gaggl)",
Gaginelli_Alexander.html,https://d-nb.info/gnd/1263885675,https://dx.doi.org/10.1553/0x003bda26,"Gaginelli, Alexander Josef Leopold",
Gahl_Annelie.html,https://d-nb.info/gnd/1042153078,https://dx.doi.org/10.1553/0x0029d87c,"Gahl, Annelie (Pseud. Anneliese Gahl)",
Gaigg_Gustav.html,https://d-nb.info/gnd/1016566336,https://dx.doi.org/10.1553/0x0001ce7d,"Gaigg, Gustav",
Gaigg_Michi.html,,https://dx.doi.org/10.1553/0x002a305b,"Gaigg, Michi",
Gaisruck_Anton.html,https://d-nb.info/gnd/142591580,https://dx.doi.org/10.1553/0x00020921,"Gaisruck, Franz Anton Josef Reichsgraf von Josef Anton",
Gal_Geschwister.html,https://d-nb.info/gnd/1069520144,https://dx.doi.org/10.1553/0x0001ce96,"Gál, Geschwister Hans:",
Galeno_Giovanni.html,https://d-nb.info/gnd/135116376,https://dx.doi.org/10.1553/0x00020922,"Galeno, Giovanni Battista",
Galimir_Felix.html,https://d-nb.info/gnd/134721306,https://dx.doi.org/10.1553/0x0001ce82,"Galimir, Felix",
Galitzin_Familie.html,,https://dx.doi.org/10.1553/0x00021cc5,"Galitzin (Gallitzin), Familie Dimitrij Michailowitsch:",
Galizien.html,,https://dx.doi.org/10.1553/0x0001ce83,Galizien ,
Gall_Jan.html,https://d-nb.info/gnd/103892532,https://dx.doi.org/10.1553/0x00020907,"Gall, Jan Karol (Johann)",
Gall_Maria.html,https://d-nb.info/gnd/1042153566,https://dx.doi.org/10.1553/0x000208d6,"Gall, Maria Teresia von",
Gallenberg_Robert.html,https://d-nb.info/gnd/129351105,https://dx.doi.org/10.1553/0x00020f18,"Gallenberg, Wenzel Robert Graf von",
Gallet_Sebastien.html,https://d-nb.info/gnd/120226359,https://dx.doi.org/10.1553/0x0002ac14,"Gallet (Galet), Sébastien (Sebastian)",
Galli-Bibiena_Familie.html,,https://dx.doi.org/10.1553/0x000208da,"Galli Bibiena (Bibiena, Bibbiena), Familie Ferdinando:",
Gallmeyer_Josefine.html,https://d-nb.info/gnd/118689355,https://dx.doi.org/10.1553/0x000208d9,"Gallmeyer (geb. Tomaselli), Josefine",
Gallos_Familie.html,,https://dx.doi.org/10.1553/0x0001ce8b,"Gallos, Familie Hermann:",
Gallosch_Fred.html,https://d-nb.info/gnd/1042153728,https://dx.doi.org/10.1553/0x000208d8,"Gallosch, Friedrich („Fred“)",
Gallus_Jacobus.html,https://d-nb.info/gnd/118689363,https://dx.doi.org/10.1553/0x0001ce8f,"Gallus (Handl, Handelius, Händl, Hähnel), Jacobus Carniolus (Carniolanus)",
Galopp.html,,https://dx.doi.org/10.1553/0x0001ce92,Galopp ,
Galsterer_Familie.html,,https://dx.doi.org/10.1553/0x0032ca69,"Galsterer, Familie Alfred:",
Galston_Gottfried.html,https://d-nb.info/gnd/116374969,https://dx.doi.org/10.1553/0x0001ce93,"Galston, Gottfried Sandra Droucker",
Galuppi_Baldassare.html,https://d-nb.info/gnd/118722700,https://dx.doi.org/10.1553/0x001371ff,"Galuppi, Baldassare (Baldassar, Baldissera) Antonio",
Galvagni_Pietro_di.html,https://d-nb.info/gnd/144037270,https://dx.doi.org/10.1553/0x0002ac16,"Galvagni, Pietro di (Peter von)",
Gamerith_Wolfgang.html,https://d-nb.info/gnd/104215385X,https://dx.doi.org/10.1553/0x0001ce97,"Gamerith, Wolfgang",
Gaming.html,,https://dx.doi.org/10.1553/0x000254ce,Gaming ,
Gamsjaeger_Rudolf.html,https://d-nb.info/gnd/130158356,https://dx.doi.org/10.1553/0x0001ce99,"Gamsjäger, Rudolf",
Ganglberger_Familie.html,,https://dx.doi.org/10.1553/0x00020908,"Ganglberger, Familie Johann Wilhelm:",
Gans_Johann.html,https://d-nb.info/gnd/116411341,https://dx.doi.org/10.1553/0x0002ac18,"Gans, Johann",
Gansch_Familie.html,,https://dx.doi.org/10.1553/0x00020923,"Gansch, Familie Hans",
Gansch_and_Roses.html,,https://dx.doi.org/10.1553/0x00206f63,Gansch & Roses ,
Ganspeckh_Wilhelm.html,https://d-nb.info/gnd/100140084,https://dx.doi.org/10.1553/0x00020924,"Ganspeckh, P. Wilhelm CanReg",
Ganzer_Karl.html,https://d-nb.info/gnd/105693065,https://dx.doi.org/10.1553/0x0001ce9f,"Ganzer, Karl",
Gapp_Joseph.html,https://d-nb.info/gnd/1042155186,https://dx.doi.org/10.1553/0x0002ac19,"Gapp, Joseph Ignatz",
Garai_Josef.html,https://d-nb.info/gnd/1042155585,https://dx.doi.org/10.1553/0x0001cea0,"Garai, Josef",
Garghetti_Brueder.html,https://d-nb.info/gnd/1042407126,https://dx.doi.org/10.1553/0x0001cea3,"Garghetti (Gargeti), Brüder Pietro Santi:",
Garsten.html,,https://dx.doi.org/10.1553/0x0001cea5,Garsten ,
Garstenauer_Peter.html,,https://dx.doi.org/10.1553/0x0001cea6,"Garstenauer, Peter",
Gartmayer_Susanna.html,https://d-nb.info/gnd/1042156166,https://dx.doi.org/10.1553/0x0029d2e3,"Gartmayer, Susanna",
Gartner_Fred.html,https://d-nb.info/gnd/1042156395,https://dx.doi.org/10.1553/0x0001cea7,"Gartner, Fred",
Gartner_Josefine.html,https://d-nb.info/gnd/103956638,https://dx.doi.org/10.1553/0x0001cea9,"Gartner, Josefine",
Garzaroll_Johann.html,https://d-nb.info/gnd/1042157154,https://dx.doi.org/10.1553/0x00020926,"Garzaroll (Gazzarolli), Johann Zacharias",
Gasparini_Francesco.html,https://d-nb.info/gnd/119011778,https://dx.doi.org/10.1553/0x0001ceab,"Gasparini, Francesco",
Gassenhauer.html,,https://dx.doi.org/10.1553/0x0001ceac,Gassenhauer ,
Gasser_Clementine.html,https://d-nb.info/gnd/1042157383,https://dx.doi.org/10.1553/0x0029d2e6,"Gasser, Clementine",
Gasser_Herbert.html,https://d-nb.info/gnd/1042163634,https://dx.doi.org/10.1553/0x001a2400,"Gasser, Herbert",
Gasser_Josef.html,https://d-nb.info/gnd/123717329,https://dx.doi.org/10.1553/0x0001cead,"Gasser, Josef Maria",
Gasser_Vincenz.html,https://d-nb.info/gnd/119237318,https://dx.doi.org/10.1553/0x0001ceae,"Gasser, Vincenz Ferrer",
Gassmann_Familie.html,,https://dx.doi.org/10.1553/0x00020927,"Gaßmann, Familie Florian Leopold:",
Gassner_Ferdinand.html,https://d-nb.info/gnd/116450088,https://dx.doi.org/10.1553/0x00020928,"Gassner, Ferdinand Simon",
Gast_Familie.html,,https://dx.doi.org/10.1553/0x0002092a,"Gast, Familie Stephan:",
Gast_Sigismund.html,https://d-nb.info/gnd/1042163944,https://dx.doi.org/10.1553/0x00020929,"Gast, P. Sigismund OSB (Balthasar)",
Gasteiger_Martin.html,https://d-nb.info/gnd/1042164363,https://dx.doi.org/10.1553/0x0001ceb2,"Gasteiger, Martin Johann Martin:",
Gasteiger_Mauritius.html,https://d-nb.info/gnd/1042164614,https://dx.doi.org/10.1553/0x00020939,"Gasteiger, Mauritius OFM (Johann Anton)",
Gatscha_Anton.html,https://d-nb.info/gnd/13460976X,https://dx.doi.org/10.1553/0x0001ceb4,"Gatscha, Anton",
Gatscher_Emanuel.html,https://d-nb.info/gnd/133805328,https://dx.doi.org/10.1553/0x0001ceb5,"Gatscher, Emanuel",
Gattermeyer_Heinrich.html,https://d-nb.info/gnd/118929232,https://dx.doi.org/10.1553/0x0001ceb7,"Gattermeyer, Heinrich Karl",
